"Service Name","Port","Protocol","Description","Risk","DDoS Risk","Open Port Danger","Prepare for Open Port","Recommended Action"
"winjaserver","1290","UDP","WinJaServer - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"seagulllms","1291","TCP","SEAGULLLMS - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"seagulllms","1291","UDP","SEAGULLLMS - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"dsdn","1292","TCP","dsdn - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"dsdn","1292","UDP","dsdn - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"pkt-krb-ipsec","1293","TCP","PKT-KRB-IPSec - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"pkt-krb-ipsec","1293","UDP","PKT-KRB-IPSec - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"cmmdriver","1294","TCP","CMMdriver - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"cmmdriver","1294","UDP","CMMdriver - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"ehtp","1295","TCP","End-by-Hop Transmission Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"ehtp","1295","UDP","End-by-Hop Transmission Protocol - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"dproxy","1296","TCP","dproxy - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"dproxy","1296","UDP","dproxy - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"sdproxy","1297","TCP","sdproxy - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"sdproxy","1297","UDP","sdproxy - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"lpcp","1298","TCP","lpcp - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"lpcp","1298","UDP","lpcp - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"hp-sci","1299","TCP","hp-sci - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"hp-sci","1299","UDP","hp-sci - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"h323hostcallsc","1300","TCP","H.323 Secure Call Control Signalling - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"h323hostcallsc","1300","UDP","H.323 Secure Call Control Signalling - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"","1301","TCP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","1301","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"","1302","TCP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"","1302","UDP","Reserved - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"sftsrv","1303","TCP","sftsrv - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"sftsrv","1303","UDP","sftsrv - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"boomerang","1304","TCP","Boomerang - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"boomerang","1304","UDP","Boomerang - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"pe-mike","1305","TCP","pe-mike - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"pe-mike","1305","UDP","pe-mike - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"re-conn-proto","1306","TCP","RE-Conn-Proto - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"re-conn-proto","1306","UDP","RE-Conn-Proto - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
"pacmand","1307","TCP","Pacmand - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Allow only trusted devices and watch for unusual traffic.","No immediate threat, but stay alert."
"pacmand","1307","UDP","Pacmand - Managed by network admin","Very Low Risk","Low Risk","Low risk but should still be monitored for unusual activity.","Use a firewall to limit access and monitor closely.","No immediate threat, but stay alert."
